resolution_time,event_number,issue_length,participant_number,entropy,project_name,core_issue,normal_issue,core_assign,core_label,core_subscribe,before_average_time,slice_average_time
245.3918657,8.881859264,21.83408651,5.422207876,1.831691561,microsoft/vscode,3.134280181,3.391220142,1.477081988,3.313750807,2.318915429,423.035066,323.6692241
282.9010526,6.898947368,12.42315789,3.975789474,1.712758121,microsoft/vscode,1.794736842,0.842105263,1.576842105,3.694736842,0.503157895,423.035066,323.6692241
254.0561798,8.617977528,21.70224719,5.421348315,1.860115522,microsoft/vscode,1.601123596,0.808988764,2.247191011,2.994382022,2.016853933,423.035066,323.6692241
236.0422783,6.05637111,8.990017616,3.573106283,1.597844032,microsoft/vscode,1.482677628,0.529066353,1.189078097,2.533176747,0.167938931,423.035066,323.6692241
251.2594021,8.191899711,21.10703954,5.140790743,1.816102703,microsoft/vscode,4.00289296,0.883317261,2.18611379,3.391513983,5.285438766,423.035066,323.6692241
242.7571519,6.670692943,11.6058487,4.038143675,1.791360465,microsoft/vscode,0.91481246,0.308963764,1.303242212,3.706929434,0.227590591,423.035066,323.6692241
244.0787208,6.266297663,10.09348093,3.626076261,1.571185853,microsoft/vscode,1.604551046,0.643296433,1.235547355,3.02398524,0.298892989,423.035066,323.6692241
157.9812096,6.584850264,11.72636524,4.045801527,1.754752977,microsoft/vscode,0.899001762,0.220786847,1.495008808,4.228420435,0.297122725,372.0465462,247.8360028
210.2879873,6.501193317,12.4407319,3.978520286,1.690164017,microsoft/vscode,1.629276054,0.785202864,1.588703262,4.430389817,0.365950676,372.0465462,247.8360028
177.2906404,8.808702791,22.19704433,5.399014778,1.828077137,microsoft/vscode,3.088669951,3.34318555,1.558292282,4.051724138,2.246305419,372.0465462,247.8360028
165.2206133,8.214650767,22.53662692,5.346678024,1.794616714,microsoft/vscode,4.052810903,0.677172061,2.365417376,3.925042589,5.816865417,372.0465462,247.8360028
213.8699422,8.196531792,21.02601156,4.644508671,1.841831973,microsoft/vscode,2.430635838,0.739884393,1.653179191,4.208092486,0.757225434,372.0465462,247.8360028
155.0127714,6.201787995,10.12899106,3.627075351,1.654979206,microsoft/vscode,1.537675607,0.545977011,1.260536398,3.320561941,0.243933589,372.0465462,247.8360028
165.2774929,6.375498575,11.23988604,3.724786325,1.614619886,microsoft/vscode,1.803418803,0.677492877,1.477492877,3.622222222,0.341880342,372.0465462,247.8360028
135.8276503,6.421574706,12.90948543,3.969621823,1.702902472,microsoft/vscode,1.701797892,1.041537508,1.747055177,4.647861128,0.38933664,325.303749,178.5331695
100.4319434,8.455546814,23.37844217,5.136113297,1.830576935,microsoft/vscode,4.131392604,0.631785995,2.585365854,4.318646735,5.524783635,325.303749,178.5331695
83.83804627,6.667866324,12.05655527,3.989203085,1.779704632,microsoft/vscode,0.931105398,0.356812339,1.356298201,4.347557841,0.260154242,325.303749,178.5331695
80.90750436,6.204479348,10.79988365,3.494182664,1.646180089,microsoft/vscode,1.623618383,0.639906923,1.410994764,3.650378127,0.290866783,325.303749,178.5331695
105.8041458,8.824874911,23.13009292,5.377412437,1.819010162,microsoft/vscode,3.097212294,3.396711937,1.648320229,4.54610436,2.35382416,325.303749,178.5331695
