,resolution_time,event_number,issue_length,participant_number,entropy,project_name,core_issue,normal_issue,core_assign,normal_assign,core_label,normal_label,core_subscribe,normal_subscribe,before_average_time,slice_average_time,slice_time,cluster_size
0,465.4736842105263,5.502546689303905,10.544991511035654,5.522920203735144,1.6103279776460275,flutter/flutter,1.499151103565365,1.2920203735144313,0.11884550084889643,0,7.037351443123939,0.059422750424448216,0.9949066213921901,0,522.8556581986143,500.8219824679703,2020-02-01,589
1,499.80939226519337,7.290055248618785,15.314917127071823,7.419889502762431,1.890082404771622,flutter/flutter,2.143646408839779,4.776243093922652,0.1685082872928177,0,5.5497237569060776,0.04696132596685083,1.1933701657458564,0,522.8556581986143,500.8219824679703,2020-02-01,362
2,489.1304347826087,8.486956521739131,20.369565217391305,8.169565217391304,1.8289683812186248,flutter/flutter,2.130434782608696,2.0695652173913044,0.3130434782608696,0,8.326086956521738,0.05652173913043478,1.8869565217391304,0,522.8556581986143,500.8219824679703,2020-02-01,230
3,516.2839805825242,8.685679611650485,20.04733009708738,7.828883495145631,1.8132084730395335,flutter/flutter,3.137135922330097,4.277912621359223,0.19053398058252427,0,7.010922330097087,0.07160194174757281,2.570388349514563,0,522.8556581986143,500.8219824679703,2020-02-01,824
4,506.78371501272267,8.72264631043257,17.946564885496183,6.450381679389313,1.9147291882272095,flutter/flutter,4.692111959287532,1.0407124681933841,0.5877862595419847,0,4.450381679389313,0.010178117048346057,6.083969465648855,0,522.8556581986143,500.8219824679703,2020-02-01,393
5,531.1353383458646,6.974937343358396,10.709273182957393,5.230576441102757,1.7618373627406767,flutter/flutter,2.6591478696741855,0.6390977443609023,0.22305764411027568,0,5.06015037593985,0.03258145363408521,1.4536340852130325,0,522.8556581986143,500.8219824679703,2020-02-01,399
6,481.27810650887574,8.183431952662723,11.982248520710058,5.3609467455621305,1.720141024969205,flutter/flutter,1.3136094674556213,0.38461538461538464,0.9704142011834319,0,4.680473372781065,0.023668639053254437,1.183431952662722,0,522.8556581986143,500.8219824679703,2020-02-01,169
7,459.78,8.47888888888889,19.76888888888889,7.23,1.7808008343254393,flutter/flutter,3.4355555555555557,3.451111111111111,0.11555555555555555,0,7.455555555555556,0.06666666666666667,2.468888888888889,0,512.6920684292379,432.42192921582233,2020-03-01,900
8,503.9033232628399,7.537764350453172,19.06646525679758,9.235649546827794,1.81025566703794,flutter/flutter,1.86404833836858,6.658610271903323,0.26586102719033233,0,6.4410876132930515,0.10574018126888217,1.5226586102719033,0,512.6920684292379,432.42192921582233,2020-03-01,331
9,361.4271844660194,6.378640776699029,16.25242718446602,7.368932038834951,1.7138089336097426,flutter/flutter,1.7184466019417475,1.0194174757281553,0.6666666666666666,0,8.297734627831716,0.0,1.2815533980582525,0,512.6920684292379,432.42192921582233,2020-03-01,309
10,389.57377049180326,6.504098360655738,9.905737704918034,4.495901639344262,1.8221628326553503,flutter/flutter,2.237704918032787,0.7336065573770492,0.13524590163934427,0,5.311475409836065,0.045081967213114756,0.4672131147540984,0,512.6920684292379,432.42192921582233,2020-03-01,244
11,464.28470588235297,7.696470588235294,13.92235294117647,5.7035294117647055,1.9334653971320819,flutter/flutter,3.7905882352941176,0.8564705882352941,0.37176470588235294,0,4.6117647058823525,0.0,3.176470588235294,0,512.6920684292379,432.42192921582233,2020-03-01,425
12,387.5733041575492,5.266958424507659,10.166301969365426,5.273522975929978,1.5146847971329926,flutter/flutter,1.5339168490153172,0.7964989059080962,0.10065645514223195,0,7.1597374179431075,0.09190371991247265,0.8927789934354485,0,512.6920684292379,432.42192921582233,2020-03-01,457
13,391.0509259259259,7.75462962962963,16.587962962962962,6.791666666666667,1.668466814432384,flutter/flutter,3.7314814814814814,0.5648148148148148,0.5324074074074074,0,5.356481481481482,0.1388888888888889,6.212962962962963,0,512.6920684292379,432.42192921582233,2020-03-01,216
14,355.8185443668993,7.996011964107677,20.007976071784647,7.13160518444666,1.7228469206932278,flutter/flutter,3.617148554336989,3.5812562313060816,0.09172482552342971,0,8.195413758723829,0.045862412761714856,2.2891326021934195,0,487.8490120274914,359.81782117790664,2020-04-01,1003
15,406.09375,5.341796875,10.3203125,5.3203125,1.6062096535341197,flutter/flutter,1.212890625,1.26953125,0.19921875,0,6.8671875,0.09375,0.56640625,0,487.8490120274914,359.81782117790664,2020-04-01,512
16,278.8056872037915,5.661137440758294,9.511848341232227,4.7156398104265405,1.7420377043272655,flutter/flutter,3.109004739336493,0.8222748815165877,0.13981042654028436,0,4.988151658767772,0.04739336492890995,0.943127962085308,0,487.8490120274914,359.81782117790664,2020-04-01,422
17,288.77720207253884,8.025906735751295,13.466321243523316,4.787564766839378,1.8025151389296772,flutter/flutter,2.0155440414507773,0.42487046632124353,0.6580310880829016,0,4.590673575129534,0.015544041450777202,0.6632124352331606,0,487.8490120274914,359.81782117790664,2020-04-01,193
18,428.4423791821561,7.62453531598513,16.382899628252787,8.20446096654275,1.8462242317521698,flutter/flutter,2.241635687732342,5.319702602230484,0.19330855018587362,0,5.37546468401487,0.040892193308550186,1.858736059479554,0,487.8490120274914,359.81782117790664,2020-04-01,269
19,319.951690821256,8.028985507246377,18.270531400966185,6.647342995169082,1.8126999477303343,flutter/flutter,4.748792270531401,0.5700483091787439,0.9710144927536232,0,5.2898550724637685,0.1642512077294686,6.473429951690822,0,487.8490120274914,359.81782117790664,2020-04-01,207
20,367.7808219178082,7.853881278538813,13.036529680365296,5.200913242009133,1.9625136839900836,flutter/flutter,1.4337899543378996,0.2922374429223744,0.8538812785388128,0,4.71689497716895,0.0,0.5114155251141552,0,487.8490120274914,359.81782117790664,2020-04-01,219
21,395.8008849557522,8.47787610619469,21.57300884955752,7.646017699115045,1.9247753766115232,flutter/flutter,6.174778761061947,1.4336283185840708,0.7588495575221239,0,6.670353982300885,0.046460176991150445,5.619469026548672,0,487.8490120274914,359.81782117790664,2020-04-01,452
22,403.03716814159293,7.997345132743363,17.636283185840707,6.425663716814159,1.6098620446186211,flutter/flutter,3.0238938053097346,3.117699115044248,0.047787610619469026,0,8.15575221238938,0.05929203539823009,1.9256637168141593,0,454.52164588132496,390.7923633641128,2020-05-01,1130
